fid,nome,geometriaaproximada,geocodigo,anodereferencia
1380,São Caetano do Sul,Não,"3548807",
1381,Arcos,Não,"3104205",
1382,Carmo do Cajuru,Não,"3114204",
1383,Igaratinga,Não,"3130200",
1384,São Gonçalo do Pará,Não,"3161809",
1385,Cardoso,Não,"3510708",
1386,Macedônia,Não,"3528205",
1387,São José da Bela Vista,Não,"3549508",
1388,Japaraíba,Não,"3135308",
1389,Timbaúba dos Batistas,Não,"2414308",
1390,Belo Horizonte,Não,"3106200",
1391,Paranaíba,Não,"5006309",
1392,Inocência,Não,"5004403",
1393,Aparecida do Taboado,Não,"5001003",
1394,Nova Lima,Não,"3144805",
1395,Contagem,Não,"3118601",
1396,Bandeirantes,Não,"5001508",
1397,Córrego Novo,Não,"3120003",
1398,Bom Jesus do Galho,Não,"3107802",
1399,Dionísio,Não,"3121803",
1400,Água Clara,Não,"5000203",
1401,Nova Era,Não,"3144706",
1402,Jaguaraçu,Não,"3135001",
1403,Lagoa Santa,Não,"3137601",
1404,São Gabriel do Oeste,Não,"5007695",
1405,Limeira do Oeste,Não,"3138625",
1406,Maravilhas,Não,"3139706",
1407,União de Minas,Não,"3170438",
1408,Cristais Paulista,Não,"3513207",
1409,Franca,Não,"3516200",
1410,São Sebastião da Boa Vista,Não,"1507706",
1411,Lambari D'Oeste,Não,"5105234",
1412,Porto Estrela,Não,"5106851",
1413,Matinha,Não,"2106508",
1414,Mostardas,Não,"4312500",
1415,São João Batista,Não,"2111003",
1416,Iguape,Não,"3520301",
1417,Juquitiba,Não,"3526209",
1418,Guaratuba,Não,"4109609",
1419,Ribeirão Corrente,Não,"3543105",
1420,Belo Vale,Não,"3106408",
1421,Bom Lugar,Não,"2102077",
1422,Paranaguá,Não,"4118204",
1423,Guará,Não,"3517703",
1424,Ipuã,Não,"3521309",
1425,Palmeira d'Oeste,Não,"3535200",
1426,Lago Verde,Não,"2105906",
1427,Ouro Preto,Não,"3146107",
1428,Guaíra,Não,"3517406",
1429,Bonfim,Não,"3108107",
1430,Palestina,Não,"3535002",
1431,Buritizal,Não,"3508207",
1432,Fronteira,Não,"3127008",
1433,Álvares Florence,Não,"3501202",
1434,Pontes Gestal,Não,"3540309",
1435,Mariana,Não,"3140001",
1436,Ituverava,Não,"3524105",
1437,Itaguara,Não,"3132206",
1438,São João Batista do Glória,Não,"3162203",
1439,Santo Antônio do Grama,Não,"3160108",
1440,Claraval,Não,"3116407",
1441,Guaraci,Não,"3517901",
1442,Itapecerica,Não,"3133501",
1443,Icém,Não,"3519808",
1444,Doresópolis,Não,"3123403",
1445,Colômbia,Não,"3512100",
1446,Campo Grande,Não,"5002704",
1447,Camacan,Não,"2905602",
1448,Aramina,Não,"3503000",
1449,Urânia,Não,"3555802",
1450,Pontalina,Não,"5217708",
1451,Portelândia,Não,"5218102",
1452,Jataí,Não,"5211909",
1453,Prado,Não,"2925501",
1454,Itaipé,Não,"3132305",
1455,Novo Cruzeiro,Não,"3145307",
1456,Carmo do Rio Verde,Não,"5205000",
1457,Bocaiúva,Não,"3107307",
1458,Teixeira de Freitas,Não,"2931350",
1459,Perolândia,Não,"5216452",
1460,Professor Jamil,Não,"5218391",
1461,Espinosa,Não,"3124302",
1462,Santa Cruz de Goiás,Não,"5219209",
1463,Chapada do Norte,Não,"3116100",
1464,Montividiu,Não,"5213756",
1465,Jandaia,Não,"5211701",
1466,Vereda,Não,"2933257",
1467,Edéia,Não,"5207402",
1468,Caraí,Não,"3113008",
1469,Crisólita,Não,"3120151",
1470,Rio Verde,Não,"5218805",
1471,Francisco Dumont,Não,"3126604",
1472,Jequitaí,Não,"3135605",
1473,Itiquira,Não,"5104609",
1474,Santo Antônio de Leverger,Não,"5107800",
1475,Cezarina,Não,"5205455",
1476,Itanhém,Não,"2916005",
1477,Cristianópolis,Não,"5206305",
1478,Araçuaí,Não,"3103405",
1479,Alto Garças,Não,"5100409",
1480,Rondonópolis,Não,"5107602",
1481,Águas Formosas,Não,"3100906",
1482,Santa Luzia,Não,"2928059",
1483,Una,Não,"2932507",
1484,Arataca,Não,"2902252",
1485,Faina,Não,"5207535",
1486,Rubiataba,Não,"5218904",
1487,Nova América,Não,"5214705",
1488,São João do Paraíso,Não,"3162708",
1489,Araguapaz,Não,"5202155",
1490,Glória D'Oeste,Não,"5103957",
1491,Potiraguá,Não,"2925402",
1492,Itarantim,Não,"2916807",
1493,Jussari,Não,"2918555",
1494,Ribeirão do Largo,Não,"2926657",
1495,Tremedal,Não,"2931806",
1496,Vitória da Conquista,Não,"2933307",
1497,Jangada,Não,"5104906",
1498,Araputanga,Não,"5101258",
1499,Poxoréu,Não,"5107008",
1500,Cândido Sales,Não,"2906709",
1501,Itambé,Não,"2915809",
1502,Ninheira,Não,"3144656",
1503,Salto do Céu,Não,"5107750",
1504,Medina,Não,"3141405",
1505,Rubelita,Não,"3156502",
1506,Bom Jardim de Goiás,Não,"5203401",
1507,Conceição do Mato Dentro,Não,"3117504",
1508,Cassilândia,Não,"5002902",
1509,Braúnas,Não,"3108800",
1510,Itanhomi,Não,"3133204",
1511,Morro do Pilar,Não,"3143708",
1512,Mossâmedes,Não,"5213905",
1513,Leoberto Leal,Não,"4209805",
1514,São Sebastião,Não,"3550704",
1515,Niterói,Não,"3303302",
1516,São Francisco do Sul,Não,"4216206",
1517,Balneário Barra do Sul,Não,"4202057",
1518,Ilhabela,Não,"3520400",
1519,Caraguatatuba,Não,"3510500",
1520,Itanhaém,Não,"3522109",
1521,Pirangi,Não,"3539004",
1522,Senador Salgado Filho,Não,"4320321",
1523,Matelândia,Não,"4115606",
1524,Planalto,Não,"4119806",
1525,Faxinal dos Guedes,Não,"4205308",
1526,Guaramirim,Não,"4206504",
1527,Joinville,Não,"4209102",
1528,São Domingos,Não,"4216107",
1529,Galvão,Não,"4205605",
1530,Dionísio Cerqueira,Não,"4205001",
1531,Guarujá do Sul,Não,"4206603",
1532,Sul Brasil,Não,"4217758",
1533,São José do Cedro,Não,"4216701",
1534,Clevelândia,Não,"4105706",
1535,Mariópolis,Não,"4115309",
1536,Caçador,Não,"4203006",
1537,Calmon,Não,"4203154",
1538,General Carneiro,Não,"4108502",
1539,Tocantinópolis,Não,"1721208",
1540,São Francisco do Maranhão,Não,"2110906",
1541,Porto União,Não,"4213609",
1542,Salto Veloso,Não,"4215406",
1543,Nazaré,Não,"1714302",
1544,Pedro Velho,Não,"2409803",
1545,Assis Brasil,Não,"1200054",
1546,Tabatinga,Não,"1304062",
1547,Santo Antônio do Içá,Não,"1303700",
1548,Benjamin Constant,Não,"1300607",
1549,Engenheiro Navarro,Não,"3123809",
1550,Romelândia,Não,"4215208",
1551,Coqueiral,Não,"3118700",
1552,Conselheiro Lafaiete,Não,"3118304",
1553,Diamantina,Não,"3121605",
1554,Ouro Verde,Não,"4211850",
1555,Abelardo Luz,Não,"4200101",
1556,Entre Rios,Não,"4205175",
1557,Quilombo,Não,"4214201",
1558,Papanduva,Não,"4212205",
1559,Flor do Sertão,Não,"4205357",
1560,Serranópolis do Iguaçu,Não,"4126355",
1561,Rio Azul,Não,"4122008",
1562,Capitão Leônidas Marques,Não,"4104600",
1563,Nova Laranjeiras,Não,"4117057",
1564,Santa Izabel do Oeste,Não,"4123808",
1565,Santa Lúcia,Não,"4123824",
1566,Bela Vista da Caroba,Não,"4102752",
1567,Boa Vista da Aparecida,Não,"4103057",
1568,Guaraqueçaba,Não,"4109500",
1569,Mandirituba,Não,"4114302",
1570,Medianeira,Não,"4115804",
1571,Nova Esperança do Sudoeste,Não,"4116950",
1572,Realeza,Não,"4121406",
1573,Rio Bonito do Iguaçu,Não,"4122156",
1574,São João,Não,"4124806",
1575,Major Vieira,Não,"4210308",
1576,Serra Alta,Não,"4217550",
1577,Jaraguá do Sul,Não,"4208906",
1578,Pomerode,Não,"4213203",
1579,Barra Bonita,Não,"4202099",
1580,Rio Negrinho,Não,"4215000",
1581,Timbó Grande,Não,"4218251",
1582,Ipuaçu,Não,"4207684",
1583,Passos Maia,Não,"4212270",
1584,Palmas,Não,"4117602",
1585,Dom Silvério,Não,"3122702",
1586,Bugre,Não,"3109253",
1587,Picada Café,Não,"4314423",
1588,Matos Costa,Não,"4210704",
1589,Jupiá,Não,"4209177",
1590,Palma Sola,Não,"4212007",
1591,Irineópolis,Não,"4207908",
1592,Aimorés,Não,"3101102",
1593,Abel Figueiredo,Não,"1500131",
1594,Lebon Régis,Não,"4209706",
1595,Fervedouro,Não,"3125952",
1596,Rio Fortuna,Não,"4214904",
1597,Rio das Antas,Não,"4214409",
1598,Itabirinha,Não,"3131802",
1599,Santa Isabel,Não,"3546801",
1600,Pinhalzinho,Não,"4212908",
1601,Indaiatuba,Não,"3520509",
1602,Pereiras,Não,"3537503",
1603,Faria Lemos,Não,"3125309",
1604,Felício dos Santos,Não,"3125408",
1605,Diorama,Não,"5207105",
1606,Alvarães,Não,"1300029",
1607,Teutônia,Não,"4321451",
1608,Sorocaba,Não,"3552205",
1609,Botucatu,Não,"3507506",
1610,Dom Pedro de Alcântara,Não,"4306551",
1611,Jardim Alegre,Não,"4112504",
1612,Farol,Não,"4107553",
1613,Godoy Moreira,Não,"4108551",
1614,Goioerê,Não,"4108601",
1615,Alto Piquiri,Não,"4100707",
1616,Barbosa Ferraz,Não,"4102505",
1617,Francisco Alves,Não,"4108320",
1618,Nova Campina,Não,"3532827",
1619,Janiópolis,Não,"4112207",
1620,Lidianópolis,Não,"4113429",
1621,Ribeirão Branco,Não,"3543006",
1622,Ribeirão Grande,Não,"3543253",
1623,Roseira,Não,"3544301",
1624,Lunardelli,Não,"4113759",
1625,Campo Mourão,Não,"4104303",
1626,Corumbataí do Sul,Não,"4106555",
1627,Cruzmaltina,Não,"4106852",
1628,Grandes Rios,Não,"4108700",
1629,Boa Esperança,Não,"4103008",
1630,Pariquera-Açu,Não,"3536208",
1631,Ilha Comprida,Não,"3520426",
1632,Cajati,Não,"3509254",
1633,Altamira do Paraná,Não,"4100459",
1634,Iguatu,Não,"4110052",
1635,Mato Rico,Não,"4115739",
1636,Ouro Verde do Oeste,Não,"4117453",
1637,São José das Palmeiras,Não,"4125456",
1638,Jaborá,Não,"4208609",
1639,Ivoti,Não,"4310801",
1640,Guatambú,Não,"4206652",
1641,Nova Crixás,Não,"5214838",
1642,Diamante do Sul,Não,"4107124",
1643,Pracinha,Não,"3540853",
1644,Ponte Alta do Norte,Não,"4213351",
1645,Porangaba,Não,"3540507",
1646,Guareí,Não,"3518503",
1647,Timburi,Não,"3554607",
1648,Fartura,Não,"3515400",
1649,Atibaia,Não,"3504107",
1650,Silveira Martins,Não,"4320651",
1651,Jussara,Não,"5212204",
1652,Palmital,Não,"3535309",
1653,Umburanas,Não,"2932457",
1654,Santa Cruz do Rio Pardo,Não,"3546405",
1655,Cafeara,Não,"4103404",
1656,São João de Meriti,Não,"3305109",
1657,Jaguaquara,Não,"2917607",
1658,Colorado,Não,"4105904",
1659,Andirá,Não,"4101101",
1660,Centenário do Sul,Não,"4105102",
1661,Pindamonhangaba,Não,"3538006",
1662,Santana do Maranhão,Não,"2110237",
1663,Santa Cruz da Vitória,Não,"2927804",
1664,Barro Preto,Não,"2903300",
1665,Itaju do Colônia,Não,"2915403",
1666,Itapé,Não,"2916203",
1667,Coronel Xavier Chaves,Não,"3119708",
1668,Nazareno,Não,"3144508",
1669,São José da Vitória,Não,"2929354",
1670,Dores de Campos,Não,"3123007",
1671,Camanducaia,Não,"3110509",
1672,Cambuí,Não,"3110608",
1673,Itaperuna,Não,"3302205",
1674,Muquém do São Francisco,Não,"2922250",
1675,Oliveira dos Brejinhos,Não,"2923209",
1676,Bom Jesus da Lapa,Não,"2903904",
1677,Ibotirama,Não,"2913200",
1678,Ibicoara,Não,"2912202",
1679,Saúde,Não,"2929800",
1680,Jacobina,Não,"2917508",
1681,Nossa Senhora do Livramento,Não,"5106109",
1682,Morungaba,Não,"3532009",
1683,Itatiba,Não,"3523404",
1684,Cerqueira César,Não,"3511409",
1685,Ibirarema,Não,"3519501",
1686,Iaras,Não,"3519253",
1687,Santa Mariana,Não,"4123907",
1688,Cândido Mota,Não,"3510005",
1689,Leópolis,Não,"4113403",
1690,Joanópolis,Não,"3525508",
1691,Cesário Lange,Não,"3511607",
1692,Quadra,Não,"3541653",
1693,Tatuí,Não,"3554003",
1694,Mairiporã,Não,"3528502",
1695,Abatiá,Não,"4100103",
1696,Cidade Gaúcha,Não,"4105607",
1697,Douradina,Não,"4107256",
1698,Bandeirantes,Não,"4102406",
1699,Nova Esperança,Não,"4116901",
1700,Cerquilho,Não,"3511508",
1701,Bofete,Não,"3506904",
1702,Ourinhos,Não,"3534708",
1703,Vargem,Não,"3556354",
1704,Sarutaiá,Não,"3551207",
1705,Anhembi,Não,"3502309",
1706,Amambai,Não,"5000609",
1707,Taquarussu,Não,"5007976",
1708,Nossa Senhora das Graças,Não,"4116406",
1709,Cabreúva,Não,"3508405",
1710,Itapiratins,Não,"1710904",
1711,São Pedro da Cipa,Não,"5107404",
1712,Periquito,Não,"3149952",
1713,Sobrália,Não,"3167707",
1714,Sampaio,Não,"1718808",
1715,Rio Negro,Não,"4122305",
1716,Planaltina do Paraná,Não,"4119707",
1717,Santa Isabel do Ivaí,Não,"4123709",
1718,Igaratá,Não,"3520202",
1719,Santa Luz,Não,"2209302",
1720,Tapira,Não,"4126900",
1721,Jaborandi,Não,"2917359",
1722,Porto Seguro,Não,"2925303",
1723,Brumadinho,Não,"3109006",
1724,Potim,Não,"3540754",
1725,Nova Iguaçu,Não,"3303500",
1726,Pedreira,Não,"3537107",
1727,Borebi,Não,"3507456",
1728,Santo Inácio,Não,"4124509",
1729,Porecatu,Não,"4120002",
1730,Santa Inês,Não,"4123600",
1731,Areias,Não,"3503505",
1732,Lagoa Santa,Não,"5212253",
1733,Rio das Ostras,Não,"3304524",
1734,Poconé,Não,"5106505",
1735,Pontal do Araguaia,Não,"5106653",
1736,Muaná,Não,"1504901",
1737,Maués,Não,"1302900",
1738,Darcinópolis,Não,"1706506",
1739,Estreito,Não,"2104057",
1740,Ourilândia do Norte,Não,"1505437",
1741,São Francisco do Pará,Não,"1507409",
1742,Maracanã,Não,"1504307",
1743,Marapanim,Não,"1504406",
1744,Vitória do Jari,Não,"1600808",
1745,Nhamundá,Não,"1303007",
1746,Santana,Não,"1600600",
1747,Itaubal,Não,"1600253",
1748,Santa Maria do Tocantins,Não,"1718881",
1749,Orocó,Não,"2609808",
1750,Lagoa Grande,Não,"2608750",
1751,Araguacema,Não,"1701903",
1752,Guaraí,Não,"1709302",
1753,Ribeirão,Não,"2611804",
1754,Dom Inocêncio,Não,"2203453",
1755,Jacuípe,Não,"2703502",
1756,Garanhuns,Não,"2606002",
1757,Cajueiro,Não,"2701308",
1758,Miranorte,Não,"1713304",
1759,Chorrochó,Não,"2907707",
1760,Carneiros,Não,"2701803",
1761,Balneário Piçarras,Não,"4212809",
1762,Iacanga,Não,"3519105",
1763,Ibitinga,Não,"3519600",
1764,São Carlos,Não,"3548906",
1765,Ibirá,Não,"3519402",
1766,Nova Aliança,Não,"3532801",
1767,Américo de Campos,Não,"3501806",
1768,Selvíria,Não,"5007802",
1769,Aquidauana,Não,"5001102",
1770,Couto de Magalhães de Minas,Não,"3120102",
1771,Sidrolândia,Não,"5007901",
1772,Bom Jesus do Amparo,Não,"3107703",
1773,Bom Jesus da Penha,Não,"3107604",
1774,Claro dos Poções,Não,"3116506",
1775,Coqueiros do Sul,Não,"4305850",
1776,São Vicente,Não,"3551009",
1777,São Manuel,Não,"3550100",
1778,São Simão,Não,"3550902",
1779,São Lourenço da Serra,Não,"3549953",
1780,Araruna,Não,"4101705",
1781,Apucarana,Não,"4101408",
1782,Araucária,Não,"4101804",
1783,Ribeirão Claro,Não,"4121802",
1784,Rio Bom,Não,"4122107",
1785,Morrinhos do Sul,Não,"4312443",
1786,Santa Terezinha,Não,"4215679",
1787,Passo do Sobrado,Não,"4314076",
1788,Palmeira das Missões,Não,"4313706",
1789,Urubici,Não,"4218905",
1790,Paes Landim,Não,"2207306",
1791,Ibicuí,Não,"2912301",
1792,Boca do Acre,Não,"1300706",
1793,Rondon do Pará,Não,"1506187",
1794,Faro,Não,"1503002",
1795,Mojuí dos Campos,Não,"1504752",
1796,Santa Cruz do Arari,Não,"1506401",
1797,São Caetano de Odivelas,Não,"1507102",
1798,Imaruí,Não,"4207205",
1799,Loreto,Não,"2106102",
1800,Barão de Grajaú,Não,"2101509",
1801,Carolina,Não,"2102804",
1802,Brotas de Macaúbas,Não,"2904506",
1803,Ibiquera,Não,"2912608",
1804,Piedade,Não,"3537800",
1805,Sombrio,Não,"4217709",
1806,Portel,Não,"1505809",
1807,Itaiópolis,Não,"4208104",
1808,Limeira,Não,"3526902",
1809,Arroio do Sal,Não,"4301057",
1810,Seara,Não,"4217501",
1811,Xaxim,Não,"4219705",
1812,Xanxerê,Não,"4219507",
1813,São Jorge d'Oeste,Não,"4125209",
1814,Jacupiranga,Não,"3524600",
1815,Capão Bonito,Não,"3510203",
1816,Riversul,Não,"3543501",
1817,Itapecerica da Serra,Não,"3522208",
1818,Coronel Macedo,Não,"3512605",
1819,Paraibuna,Não,"3535606",
1820,Redenção da Serra,Não,"3542305",
1821,Salto,Não,"3545209",
1822,Areiópolis,Não,"3503604",
1823,Artur Nogueira,Não,"3503802",
1824,Ipeúna,Não,"3521101",
1825,Bariri,Não,"3505203",
1826,Indiana,Não,"3520608",
1827,Mariápolis,Não,"3528908",
1828,Osvaldo Cruz,Não,"3534609",
1829,Reginópolis,Não,"3542503",
1830,Lins,Não,"3527108",
1831,Jaboticabal,Não,"3524303",
1832,José Bonifácio,Não,"3525706",
1833,Mirandópolis,Não,"3530102",
1834,Uchoa,Não,"3555604",
1835,Neves Paulista,Não,"3532504",
1836,Carmópolis de Minas,Não,"3114501",
1837,Comercinho,Não,"3117009",
1838,Desterro de Entre Rios,Não,"3121407",
1839,Itaberaí,Não,"5210406",
1840,Tefé,Não,"1304203",
1841,Óbidos,Não,"1505106",
1842,Oriximiná,Não,"1505304",
1843,Pedra Bela,Não,"3536802",
1844,Bagé,Não,"4301602",
1845,Campanário,Não,"3110806",
1846,Catuji,Não,"3115458",
1847,Senador Elói de Souza,Não,"2413102",
1848,Parintins,Não,"1303403",
1849,Açucena,Não,"3100500",
1850,Água Boa,Não,"3100609",
1851,Tarauacá,Não,"1200609",
1852,Pracuúba,Não,"1600550",
1853,Coração de Jesus,Não,"3118809",
1854,Sanclerlândia,Não,"5219001",
1855,Ribeirãozinho,Não,"5107198",
1856,Almenara,Não,"3101706",
1857,Catuti,Não,"3115474",
1858,Heitoraí,Não,"5209606",
1859,Matrinchã,Não,"5212956",
1860,Angical,Não,"2901403",
1861,Santa Rosa do Tocantins,Não,"1718907",
1862,Carauari,Não,"1301001",
1863,Eldorado do Carajás,Não,"1502954",
1864,Caseara,Não,"1703909",
1865,Rio Grande do Piauí,Não,"2209005",
1866,Bertolínia,Não,"2201705",
1867,Bannach,Não,"1501253",
1868,Araguaína,Não,"1702109",
1869,Santa Fé do Araguaia,Não,"1718865",
1870,Aragominas,Não,"1701309",
1871,Itinga do Maranhão,Não,"2105427",
1872,Capela de Santana,Não,"4304689",
1873,Tabocas do Brejo Velho,Não,"2930907",
1874,Gilbués,Não,"2204402",
1875,Pontes e Lacerda,Não,"5106752",
1876,João Costa,Não,"2205359",
1877,Tremembé,Não,"3554805",
1878,Pedra Branca do Amapari,Não,"1600154",
1879,Bastos,Não,"3505807",
1880,Tabaporã,Não,"5107941",
1881,Rurópolis,Não,"1506195",
1882,Breves,Não,"1501808",
1883,Aveiro,Não,"1501006",
1884,Caçapava do Sul,Não,"4302808",
1885,Aiuruoca,Não,"3101201",
1886,Cabrobó,Não,"2603009",
1887,Conde,Não,"2504603",
1888,Forquilhinha,Não,"4205456",
1889,Ipumirim,Não,"4207700",
1890,Irani,Não,"4207809",
1891,São Pedro do Suaçuí,Não,"3164100",
1892,Orleans,Não,"4211702",
1893,São Cristóvão do Sul,Não,"4216057",
1894,Cromínia,Não,"5206503",
1895,Campos Verdes,Não,"5204953",
1896,Governador Jorge Teixeira,Não,"1101005",
1897,Carazinho,Não,"4304705",
1898,Valença,Não,"2932903",
1899,Fortaleza dos Valos,Não,"4308458",
1900,Vista Alegre do Prata,Não,"4323606",
1901,Bozano,Não,"4302584",
1902,Alpercata,Não,"3101805",
1903,Portão,Não,"4314803",
1904,Camaçari,Não,"2905701",
1905,Dom Feliciano,Não,"4306502",
1906,Candelária,Não,"4304200",
1907,Unistalda,Não,"4322376",
1908,Agricolândia,Não,"2200103",
1909,Quatro Irmãos,Não,"4315313",
1910,Tucunduva,Não,"4322103",
1911,Santana de Parnaíba,Não,"3547304",
1912,Aparecida,Não,"3502507",
1913,Piracicaba,Não,"3538709",
1914,Itaguajé,Não,"4110904",
1915,Amparo,Não,"3501905",
1916,Mirante do Paranapanema,Não,"3530201",
1917,Pirapozinho,Não,"3539202",
1918,Regente Feijó,Não,"3542404",
1919,Santo Anastácio,Não,"3547700",
1920,Parapuã,Não,"3536000",
1921,Queiroz,Não,"3541802",
1922,Junqueirópolis,Não,"3526001",
1923,Lucianópolis,Não,"3527504",
1924,Serra Azul,Não,"3551405",
1925,Monte Castelo,Não,"3531605",
1926,Ribeirão Preto,Não,"3543402",
1927,Santo Antônio do Aracanguá,Não,"3548054",
1928,Mirassolândia,Não,"3530409",
1929,São João das Duas Pontes,Não,"3549201",
1930,Barretos,Não,"3505500",
1931,Cosmorama,Não,"3512902",
1932,Coronel Fabriciano,Não,"3119401",
1933,Barão de Melgaço,Não,"5101605",
1934,Dom Aquino,Não,"5103601",
1935,Rio Branco,Não,"5107206",
1936,Laje,Não,"2918803",
1937,Araguaiana,Não,"5101001",
1938,Palmeirópolis,Não,"1715754",
1939,Combinado,Não,"1705557",
1940,Lavandeira,Não,"1712157",
1941,Ipaba,Não,"3131158",
1942,Flor da Serra do Sul,Não,"4107850",
1943,Figueirópolis,Não,"1707652",
1944,Sucupira,Não,"1720853",
1945,Colíder,Não,"5103205",
1946,Umbuzeiro,Não,"2517001",
1947,Manfrinópolis,Não,"4114351",
1948,Itapuí,Não,"3522901",
1949,Limoeiro do Ajuru,Não,"1504000",
1950,Governador Nunes Freire,Não,"2104677",
1951,Gurupá,Não,"1503101",
1952,Putinga,Não,"4315206",
1953,Santo Antônio do Paraíso,Não,"4124301",
1954,Barão de Antonina,Não,"3505005",
1955,Santa Bárbara d'Oeste,Não,"3545803",
1956,Brazópolis,Não,"3108909",
1957,Agudos do Sul,Não,"4100301",
1958,Nazaré do Piauí,Não,"2206704",
1959,Benedito Novo,Não,"4202206",
1960,São Bento do Sul,Não,"4215802",
1961,Cruz Alta,Não,"4306106",
1962,Derrubadas,Não,"4306320",
1963,Dom Pedrito,Não,"4306601",
1964,Guaporé,Não,"4309407",
1965,Independência,Não,"4310405",
1966,Resende,Não,"3304201",
1967,Caiçara,Não,"4303400",
1968,Chuvisca,Não,"4305447",
1969,Ibirubá,Não,"4310009",
1970,Itamaraju,Não,"2915601",
1971,Mata de São João,Não,"2921005",
1972,Caparaó,Não,"3112109",
1973,Presidente Sarney,Não,"2109270",
1974,Peri Mirim,Não,"2108405",
1975,Palmeirândia,Não,"2107605",
1976,Mocajuba,Não,"1504604",
1977,Maranhãozinho,Não,"2106375",
1978,São Sebastião do Uatumã,Não,"1303957",
1979,São Braz do Piauí,Não,"2209559",
1980,Goianorte,Não,"1708304",
1981,Igaci,Não,"2703106",
1982,Pedro Afonso,Não,"1716505",
1983,Centenário,Não,"1704105",
1984,Barão do Triunfo,Não,"4301750",
1985,Divino,Não,"3122009",
1986,Itirapuã,Não,"3523701",
1987,Santa Maria das Barreiras,Não,"1506583",
1988,Diamantino,Não,"5103502",
1989,Rosário Oeste,Não,"5107701",
1990,Amaral Ferrador,Não,"4300638",
1991,Pedras Altas,Não,"4314175",
1992,Guaratinguetá,Não,"3518404",
1993,Cristal,Não,"4306056",
1994,Santa Margarida do Sul,Não,"4316972",
1995,Santana da Boa Vista,Não,"4317004",
1996,Piquete,Não,"3538501",
1997,Cabrália Paulista,Não,"3508306",
1998,Campo Bom,Não,"4303905",
1999,Eugênio de Castro,Não,"4307831",
2000,Taquari,Não,"4321303",
2001,Vale Verde,Não,"4322525",
2002,Estiva,Não,"3124500",
2003,Virgínia,Não,"3171709",
2004,Sandovalina,Não,"3545506",
2005,Anhumas,Não,"3502408",
2006,Restinga Sêca,Não,"4315503",
2007,Santa Cruz do Sul,Não,"4316808",
2008,Nova Hartz,Não,"4313060",
2009,Quevedos,Não,"4315321",
2010,Vera Cruz,Não,"4322707",
2011,Luís Eduardo Magalhães,Não,"2919553",
2012,Macajuba,Não,"2919603",
2013,Sapucaia,Não,"3305406",
2014,Bataguassu,Não,"5001904",
2015,Rio Brilhante,Não,"5007208",
2016,Jardim,Não,"5005004",
2017,Nioaque,Não,"5005806",
2018,Brasilândia,Não,"5002308",
2019,Marques de Souza,Não,"4312054",
2020,São Francisco de Assis,Não,"4318101",
2021,Coronel Freitas,Não,"4204400",
2022,Venâncio Aires,Não,"4322608",
2023,Coxilha,Não,"4305975",
2024,Santa Terezinha do Progresso,Não,"4215687",
2025,Taió,Não,"4217808",
2026,Vila Lângaro,Não,"4323358",
2027,Inhacorá,Não,"4310413",
2028,Jari,Não,"4311130",
2029,Marau,Não,"4311809",
2030,Santo Antônio do Palma,Não,"4317558",
2031,São Miguel das Missões,Não,"4319158",
2032,Tapera,Não,"4321006",
2033,Sangão,Não,"4215455",
2034,Jundiaí,Não,"3525904",
2035,Novo Barreiro,Não,"4313490",
2036,Panambi,Não,"4313904",
2037,Santo Ângelo,Não,"4317509",
2038,Bonito,Não,"2904050",
2039,Painel,Não,"4211892",
2040,Ajuricaba,Não,"4300208",
2041,Almirante Tamandaré do Sul,Não,"4300471",
2042,Campo Novo,Não,"4304002",
2043,Capão Bonito do Sul,Não,"4304622",
2044,Catuípe,Não,"4305009",
2045,Irecê,Não,"2914604",
2046,Dois Irmãos das Missões,Não,"4306429",
2047,Floriano Peixoto,Não,"4308250",
2048,Getúlio Vargas,Não,"4308904",
2049,Boquim,Não,"2800670",
2050,Ibiaçá,Não,"4309803",
2051,Sananduva,Não,"4316600",
2052,Santo Augusto,Não,"4317806",
2053,São José do Inhacorá,Não,"4318499",
2054,São Nicolau,Não,"4319208",
2055,Sarandi,Não,"4320107",
2056,Tapejara,Não,"4320909",
2057,Lages,Não,"4209300",
2058,Urupema,Não,"4218954",
2059,Chapada,Não,"4305306",
2060,Ipiranga do Sul,Não,"4310462",
2061,Lagoa Vermelha,Não,"4311304",
2062,Sertão,Não,"4320503",
2063,Itaperuçu,Não,"4111258",
2064,Braga,Não,"4302600",
2065,Liberato Salzano,Não,"4311601",
2066,Tubarão,Não,"4218707",
2067,Zortéa,Não,"4219853",
2068,Brunópolis,Não,"4202875",
2069,Doutor Maurício Cardoso,Não,"4306734",
2070,Esperança do Sul,Não,"4307450",
2071,Rio Claro,Não,"3543907",
2072,Serra Negra,Não,"3551603",
2073,Caiabu,Não,"3508900",
2074,Emilianópolis,Não,"3515129",
2075,Guaimbê,Não,"3517307",
2076,Nova Europa,Não,"3532900",
2077,Santa Cruz das Palmeiras,Não,"3546306",
2078,Tenente Portela,Não,"4321402",
2079,Três Passos,Não,"4321907",
2080,Palmitos,Não,"4212106",
2081,São Lourenço do Oeste,Não,"4216909",
2082,Itapejara d'Oeste,Não,"4111209",
2083,Bento de Abreu,Não,"3506201",
2084,Franco da Rocha,Não,"3516408",
2085,Itatinga,Não,"3523503",
2086,Itupeva,Não,"3524006",
2087,Ângulo,Não,"4101150",
2088,Iguatemi,Não,"5004304",
