fid,nome,geometriaaproximada,geocodigo,anodereferencia
2840,Marquinho,Não,"4115457",
2841,Mauá da Serra,Não,"4115754",
2842,Miraselva,Não,"4116000",
2843,Missal,Não,"4116059",
2844,Moreira Sales,Não,"4116109",
2845,Morretes,Não,"4116208",
2846,Munhoz de Melo,Não,"4116307",
2847,Nova Cantu,Não,"4116802",
2848,Nova Fátima,Não,"4117008",
2849,Caputira,Não,"3112901",
2850,Oiapoque,Não,"1600501",
2851,Icatu,Não,"2105104",
2852,Imbituba,Não,"4207304",
2853,Porto Rico do Maranhão,Não,"2109056",
2854,Cajapió,Não,"2102408",
2855,Cururupu,Não,"2103703",
2856,São Luís,Não,"2111300",
2857,Alcântara,Não,"2100204",
2858,Guimarães,Não,"2104909",
2859,Bragança,Não,"1501709",
2860,Tracuateua,Não,"1508035",
2861,Augusto Corrêa,Não,"1500909",
2862,Paranapoema,Não,"4118303",
2863,Divisa Alegre,Não,"3122355",
2864,Miguelópolis,Não,"3529708",
2865,Itaju,Não,"3522000",
2866,Itaí,Não,"3521804",
2867,Mirassol,Não,"3530300",
2868,Além Paraíba,Não,"3101508",
2869,Meridiano,Não,"3529609",
2870,Pato Branco,Não,"4118501",
2871,Mira Estrela,Não,"3530003",
2872,Riolândia,Não,"3544202",
2873,Chalé,Não,"3116001",
2874,Lajedão,Não,"2918902",
2875,Ruy Barbosa,Não,"2927200",
2876,Aricanduva,Não,"3104452",
2877,Rancho Alegre,Não,"4121307",
2878,Rebouças,Não,"4121505",
2879,Renascença,Não,"4121604",
2880,Rio Branco do Ivaí,Não,"4122172",
2881,Rio Branco do Sul,Não,"4122206",
2882,Rolândia,Não,"4122404",
2883,Rosário do Ivaí,Não,"4122651",
2884,Santa Cecília do Pavão,Não,"4123204",
2885,Santa Cruz de Monte Castelo,Não,"4123303",
2886,Rio Grande da Serra,Não,"3544103",
2887,Uauá,Não,"2932002",
2888,Calçoene,Não,"1600204",
2889,Cáceres,Não,"5102504",
2890,Cândido Mendes,Não,"2102606",
2891,Anahy,Não,"4101051",
2892,Schroeder,Não,"4217402",
2893,Santo Antônio do Sudoeste,Não,"4124400",
2894,São Jerônimo da Serra,Não,"4124707",
2895,São João do Caiuá,Não,"4124905",
2896,São João do Ivaí,Não,"4125001",
2897,São João do Triunfo,Não,"4125100",
2898,São Jorge do Ivaí,Não,"4125308",
2899,São Jorge do Patrocínio,Não,"4125357",
2900,São José da Boa Vista,Não,"4125407",
2901,São José dos Pinhais,Não,"4125506",
2902,São Pedro do Iguaçu,Não,"4125753",
2903,Sapopema,Não,"4126207",
2904,Saudade do Iguaçu,Não,"4126272",
2905,Sengés,Não,"4126306",
2906,Sertaneja,Não,"4126405",
2907,Sertanópolis,Não,"4126504",
2908,Telêmaco Borba,Não,"4127106",
2909,Terra Roxa,Não,"4127403",
2910,Tibagi,Não,"4127502",
2911,Tomazina,Não,"4127809",
2912,Três Barras do Paraná,Não,"4127858",
2913,Tunas do Paraná,Não,"4127882",
2914,Tuneiras do Oeste,Não,"4127908",
2915,Coronel Pilar,Não,"4305934",
2916,Miguel Pereira,Não,"3302908",
2917,Herculândia,Não,"3519006",
2918,Lagoinha do Piauí,Não,"2205540",
2919,Governador Edison Lobão,Não,"2104552",
2920,Nova Santa Rita,Não,"4313375",
2921,Porto Alegre,Não,"4314902",
2922,São João do Manhuaçu,Não,"3162559",
2923,Rio Pardo de Minas,Não,"3155603",
2924,Santo Hipólito,Não,"3160603",
2925,Angra dos Reis,Não,"3300100",
2926,São José do Barreiro,Não,"3549607",
2927,Rio Claro,Não,"3304409",
2928,Itaguaí,Não,"3302007",
2929,Paraty,Não,"3303807",
2930,Mangaratiba,Não,"3302601",
2931,São Paulo de Olivença,Não,"1303908",
2932,Buritirana,Não,"2102358",
2933,Major Gercino,Não,"4210209",
2934,São João Batista,Não,"4216305",
2935,Candeal,Não,"2906402",
2936,Monte Alegre do Sul,Não,"3531209",
2937,São Bento do Sapucaí,Não,"3548609",
2938,Americana,Não,"3501608",
2939,Fernandópolis,Não,"3515509",
2940,Rubinéia,Não,"3544509",
2941,Jaguariúna,Não,"3524709",
2942,Antônio Dias,Não,"3103009",
2943,Ferros,Não,"3125903",
2944,Sete Lagoas,Não,"3167202",
2945,São Luiz do Paraitinga,Não,"3550001",
2946,Estrela Velha,Não,"4307815",
2947,Dilermando de Aguiar,Não,"4306379",
2948,Baldim,Não,"3105004",
2949,Caetanópolis,Não,"3109907",
2950,São José,Não,"4216602",
2951,Itapissuma,Não,"2607752",
2952,Pinheiro,Não,"2108603",
2953,Mirinzal,Não,"2106805",
2954,Nova Guataporanga,Não,"3533106",
2955,Panorama,Não,"3535408",
2956,Irapuã,Não,"3521507",
2957,Mendonça,Não,"3529500",
2958,Monte Alto,Não,"3531308",
2959,Paulicéia,Não,"3536406",
2960,Igarapé-Açu,Não,"1503200",
2961,Itacoatiara,Não,"1301902",
2962,Serrano do Maranhão,Não,"2111789",
2963,Santa Helena,Não,"2109809",
2964,Nova Esperança do Piriá,Não,"1504950",
2965,Assunção,Não,"2501351",
2966,Moju,Não,"1504703",
2967,Prainha,Não,"1506005",
2968,Caeté,Não,"3110004",
2969,Santa Bárbara do Sul,Não,"4316709",
2970,Itacurubi,Não,"4310553",
2971,Anastácio,Não,"5000708",
2972,Laje do Muriaé,Não,"3302304",
2973,Monte Castelo,Não,"4211108",
2974,São Jerônimo,Não,"4318408",
2975,Águia Branca,Não,"3200136",
2976,Colatina,Não,"3201506",
2977,Fundão,Não,"3202207",
2978,Domingos Martins,Não,"3201902",
2979,Dona Euzébia,Não,"3122900",
2980,São Tomé das Letras,Não,"3165206",
2981,Tabocão,Não,"1708254",
2982,Diogo de Vasconcelos,Não,"3121704",
2983,Alto Alegre,Não,"4300554",
2984,União da Vitória,Não,"4128203",
2985,Espera Feliz,Não,"3124203",
2986,Presidente Kennedy,Não,"3204302",
2987,Bom Jesus do Itabapoana,Não,"3300605",
2988,Sooretama,Não,"3205010",
2989,Pedro Canário,Não,"3204054",
2990,Luís Domingues,Não,"2106201",
2991,Barão de Cotegipe,Não,"4301701",
2992,Wenceslau Braz,Não,"3172202",
2993,São José do Povo,Não,"5107297",
2994,Águas Vermelhas,Não,"3101003",
2995,Capinzal do Norte,Não,"2102754",
2996,Carangola,Não,"3113305",
2997,Carnaúba dos Dantas,Não,"2402402",
2998,Montanhas,Não,"2407708",
2999,Mato Leitão,Não,"4312153",
3000,Irará,Não,"2914505",
3001,Cocal do Sul,Não,"4204251",
3002,Mafra,Não,"4210100",
3003,Chiador,Não,"3116209",
3004,Confins,Não,"3117876",
3005,Rio Bananal,Não,"3204351",
3006,São Francisco de Itabapoana,Não,"3304755",
3007,Planaltino,Não,"2924900",
3008,Catas Altas,Não,"3115359",
3009,Presidente Tancredo Neves,Não,"2925758",
3010,Boa Vista do Sul,Não,"4302253",
3011,Capão da Canoa,Não,"4304630",
3012,Guarapuava,Não,"4109401",
3013,Guaraniaçu,Não,"4109302",
3014,Arapiraca,Não,"2700300",
3015,Várzea Grande,Não,"2211407",
3016,Diamante D'Oeste,Não,"4107157",
3017,Curral de Dentro,Não,"3120870",
3018,Ibicaré,Não,"4206801",
3019,São Raimundo Nonato,Não,"2210607",
3020,União do Oeste,Não,"4218855",
3021,Campestre,Não,"2701357",
3022,Xangri-lá,Não,"4323804",
3023,Agrolândia,Não,"4200200",
3024,Sítio Novo do Tocantins,Não,"1720804",
3025,Santiago do Sul,Não,"4215695",
3026,Demerval Lobão,Não,"2203305",
3027,São Joaquim,Não,"4216503",
3028,Belém,Não,"2700805",
3029,Agudo,Não,"4300109",
3030,São João do Piauí,Não,"2210003",
3031,Macaparana,Não,"2609006",
3032,Palmeira do Piauí,Não,"2207405",
3033,Paulo Lopes,Não,"4212304",
3034,Nova Itaberaba,Não,"4211454",
3035,Pedro Laurentino,Não,"2207934",
3036,São José do Hortêncio,Não,"4318481",
3037,Jitaúna,Não,"2918308",
3038,Bodoquena,Não,"5002159",
3039,Rio Negro,Não,"5007307",
3040,Vitória das Missões,Não,"4323754",
3041,Pedro Gomes,Não,"5006408",
3042,Canabrava do Norte,Não,"5102694",
3043,Arenópolis,Não,"5202353",
3044,Aruanã,Não,"5202502",
3045,Colinas do Sul,Não,"5205521",
3046,Murici,Não,"2705507",
3047,São Bernardo do Campo,Não,"3548708",
3048,Sítio do Quinto,Não,"2930766",
3049,Presidente Getúlio,Não,"4214003",
3050,Piranhas,Não,"2707107",
3051,Capão do Leão,Não,"4304663",
3052,Giruá,Não,"4309001",
3053,Canguçu,Não,"4304507",
3054,Pelotas,Não,"4314407",
3055,Ibiam,Não,"4206751",
3056,Santa Rosa,Não,"4317202",
3057,Porto Esperidião,Não,"5106828",
3058,Figueirópolis D'Oeste,Não,"5103809",
3059,Vila Bela da Santíssima Trindade,Não,"5105507",
3060,Agrestina,Não,"2600302",
3061,Campo Grande,Não,"2401305",
3062,Sete de Setembro,Não,"4320578",
3063,Goiabeira,Não,"3127370",
3064,Alfredo Vasconcelos,Não,"3101631",
3065,Pajeú do Piauí,Não,"2207355",
3066,Pindaí,Não,"2924504",
3067,Piripá,Não,"2924702",
3068,Alto Horizonte,Não,"5200555",
3069,Campo Largo,Não,"4104204",
3070,Novo São Joaquim,Não,"5106281",
3071,Brejinho,Não,"2401800",
3072,Cravolândia,Não,"2909505",
3073,Aiquara,Não,"2900603",
3074,Porto Alegre do Tocantins,Não,"1718006",
3075,Barracão,Não,"4102604",
3076,Plácido de Castro,Não,"1200385",
3077,Casimiro de Abreu,Não,"3301306",
3078,Barreiras do Piauí,Não,"2201309",
3079,Lafaiete Coutinho,Não,"2918704",
3080,São Vicente do Seridó,Não,"2515401",
3081,São João da Ponta,Não,"1507466",
3082,Viana,Não,"2112803",
3083,Boa Hora,Não,"2201770",
3084,Três Coroas,Não,"4321709",
3085,Pinheiro Preto,Não,"4213005",
3086,São Felipe D'Oeste,Não,"1101484",
3087,Severiano de Almeida,Não,"4320602",
3088,Ibipeba,Não,"2912400",
3089,Engenheiro Paulo de Frontin,Não,"3301801",
3090,Sebastião Barros,Não,"2210623",
3091,João Dourado,Não,"2918357",
3092,Jussara,Não,"2918506",
3093,Entre Rios de Minas,Não,"3123908",
3094,Governador Valadares,Não,"3127701",
3095,Concórdia,Não,"4204301",
3096,Ipiranga de Goiás,Não,"5210158",
3097,Novo Alegre,Não,"1715150",
3098,Roncador,Não,"4122503",
3099,Tamarana,Não,"4126678",
3100,Estrela do Norte,Não,"3515301",
3101,Bom Sucesso,Não,"3108008",
3102,Ferraz de Vasconcelos,Não,"3515707",
3103,São Paulo,Não,"3550308",
3104,Cardoso Moreira,Não,"3301157",
3105,Cantagalo,Não,"3301108",
3106,São Fidélis,Não,"3304805",
3107,São João da Barra,Não,"3305000",
3108,São Sebastião do Alto,Não,"3305307",
3109,Santa Maria Madalena,Não,"3304607",
3110,Serra Preta,Não,"2930402",
3111,Ipirá,Não,"2914000",
3112,Atalaia,Não,"2700409",
3113,Capanema,Não,"4104501",
3114,Ji-Paraná,Não,"1100122",
3115,Espigão D'Oeste,Não,"1100098",
3116,Mongaguá,Não,"3531100",
3117,Paripueira,Não,"2706448",
3118,Passagem Franca do Piauí,Não,"2207751",
3119,Pojuca,Não,"2925204",
3120,São Miguel dos Campos,Não,"2708600",
3121,Jandira,Não,"3525003",
3122,Mauá,Não,"3529401",
3123,Taboão da Serra,Não,"3552809",
3124,Ouro Preto do Oeste,Não,"1100155",
3125,Pimenta Bueno,Não,"1100189",
3126,Vilhena,Não,"1100304",
3127,Uruaçu,Não,"5221601",
3128,Rodelas,Não,"2927101",
3129,Pintadas,Não,"2924652",
3130,Palmares do Sul,Não,"4313656",
3131,Nova Canaã,Não,"2922706",
3132,Anchieta,Não,"4200804",
3133,Paraíso,Não,"4212239",
3134,São Miguel do Oeste,Não,"4217204",
3135,Bandeirante,Não,"4202081",
3136,Belmonte,Não,"4202156",
3137,Carapebus,Não,"3300936",
3138,Celso Ramos,Não,"4204152",
3139,Araçás,Não,"2902054",
3140,Mãe do Rio,Não,"1504059",
3141,Santarém,Não,"1506807",
3142,Irati,Não,"4207858",
3143,São João do Oeste,Não,"4216255",
3144,Conde,Não,"2908606",
3145,Lauro Müller,Não,"4209607",
3146,São Carlos,Não,"4216008",
3147,Lajeado Grande,Não,"4209458",
3148,Rio do Campo,Não,"4214508",
3149,José Boiteux,Não,"4209151",
3150,Macieira,Não,"4210050",
3151,Maravilha,Não,"4210506",
3152,Modelo,Não,"4210902",
3153,São Miguel da Boa Vista,Não,"4217154",
3154,Santa Helena,Não,"4215554",
3155,Souto Soares,Não,"2930808",
3156,Princesa,Não,"4214151",
3157,Trombudo Central,Não,"4218608",
3158,Saltinho,Não,"4215356",
3159,São Bernardino,Não,"4215752",
3160,Ametista do Sul,Não,"4300646",
3161,Antonina,Não,"4101200",
3162,Tamboara,Não,"4126702",
3163,Marema,Não,"4210555",
3164,Peritiba,Não,"4212601",
3165,Governador Archer,Não,"2104503",
3166,Almirante Tamandaré,Não,"4100400",
3167,Santos,Não,"3548500",
3168,Vargem Grande Paulista,Não,"3556453",
3169,Miraguaí,Não,"4312302",
3170,Saudades,Não,"4217303",
3171,Embu das Artes,Não,"3515004",
3172,Santo André,Não,"3547809",
3173,Itapevi,Não,"3522505",
3174,Itaquaquecetuba,Não,"3523107",
3175,Várzea Paulista,Não,"3556503",
3176,Barra do Guarita,Não,"4301859",
3177,Jambeiro,Não,"3524907",
3178,Torre de Pedra,Não,"3554656",
3179,Vinhedo,Não,"3556701",
3180,Saquarema,Não,"3305505",
3181,Salto Grande,Não,"3545407",
3182,Santo Antônio do Pinhal,Não,"3548203",
3183,Tanguá,Não,"3305752",
3184,Águas de Lindóia,Não,"3500501",
3185,Euclides da Cunha Paulista,Não,"3515350",
3186,Fernão,Não,"3515657",
3187,Araguari,Não,"3103504",
3188,Borá,Não,"3507209",
3189,Inúbia Paulista,Não,"3520806",
3190,Itobi,Não,"3523800",
3191,Porto Ferreira,Não,"3540705",
3192,Sabino,Não,"3544608",
3193,Abadia dos Dourados,Não,"3100104",
3194,Santa Cruz da Esperança,Não,"3546256",
3195,Elisiário,Não,"3514924",
3196,Novais,Não,"3533254",
3197,União Paulista,Não,"3555703",
3198,Rio Paranaíba,Não,"3155504",
3199,Brás Pires,Não,"3108701",
3200,Lagoa Alegre,Não,"2205557",
3201,Capela Nova,Não,"3112208",
3202,Caranaíba,Não,"3113107",
3203,Casa Grande,Não,"3114907",
3204,Pratinha,Não,"3153004",
3205,Cipotânea,Não,"3116308",
3206,Nova Luzitânia,Não,"3533304",
3207,Araponga,Não,"3103702",
3208,Perdizes,Não,"3149804",
3209,Catas Altas da Noruega,Não,"3115409",
3210,Valentim Gentil,Não,"3556107",
3211,Barra Longa,Não,"3105707",
3212,Iconha,Não,"3202603",
3213,Conquista,Não,"3118205",
3214,Montanha,Não,"3203502",
3215,Ataléia,Não,"3104700",
3216,Santa Rita d'Oeste,Não,"3547403",
3217,Santa Albertina,Não,"3545704",
3218,Conceição de Ipanema,Não,"3117405",
3219,Bela Vista de Minas,Não,"3106002",
3220,Ouroeste,Não,"3534757",
3221,Araxá,Não,"3104007",
3222,Populina,Não,"3540408",
3223,Dolcinópolis,Não,"3514205",
3224,Careiro da Várzea,Não,"1301159",
3225,Entre Folhas,Não,"3123858",
3226,Cachoeira da Prata,Não,"3109600",
3227,Caucaia,Não,"2303709",
3228,São João do Manteninha,Não,"3162575",
3229,Afonso Cláudio,Não,"3200102",
3230,Vila Valério,Não,"3205176",
3231,Vargem Alta,Não,"3205036",
3232,Capim Branco,Não,"3112505",
3233,Tanque d'Arca,Não,"2709004",
3234,Rio Novo do Sul,Não,"3204401",
3235,Castelo,Não,"3201407",
3236,Holambra,Não,"3519055",
3237,Muniz Freire,Não,"3203700",
3238,Guarapari,Não,"3202405",
3239,Linhares,Não,"3203205",
3240,Vila Pavão,Não,"3205150",
3241,Cariacica,Não,"3201308",
3242,Cachoeiro de Itapemirim,Não,"3201209",
3243,Viradouro,Não,"3556800",
3244,Angelândia,Não,"3102852",
3245,Prudentópolis,Não,"4120606",
3246,Nova Belém,Não,"3144672",
3247,Barra de São Francisco,Não,"3200904",
3248,Itaquara,Não,"2916708",
3249,Avelino Lopes,Não,"2201101",
3250,Palmares Paulista,Não,"3535101",
3251,Medeiros Neto,Não,"2921104",
3252,Chapada de Areia,Não,"1704600",
3253,Palmas,Não,"1721000",
3254,Taquaral,Não,"3553658",
3255,Congonhal,Não,"3117900",
3256,Cristiano Otoni,Não,"3120409",
3257,Peritoró,Não,"2108454",
3258,Alvinlândia,Não,"3501509",
3259,Berizal,Não,"3106655",
3260,Conceição dos Ouros,Não,"3117801",
3261,São Patrício,Não,"5220280",
3262,Landri Sales,Não,"2205607",
3263,Ceres,Não,"5205406",
3264,Vista Alegre do Alto,Não,"3556909",
3265,Aurelino Leal,Não,"2902401",
3266,Barra do Rocha,Não,"2903102",
3267,Água Fria,Não,"2900405",
3268,Ponto Novo,Não,"2925253",
3269,Senhor do Bonfim,Não,"2930105",
3270,Lajeado,Não,"1712009",
3271,Santa Luzia do Paruá,Não,"2110039",
3272,Campo Alegre de Lourdes,Não,"2905909",
3273,Bom Jesus,Não,"2201903",
3274,Belo Monte,Não,"2700904",
3275,Boca da Mata,Não,"2701001",
3276,São José da Laje,Não,"2708303",
3277,Angical do Piauí,Não,"2200608",
3278,Alvorada do Gurguéia,Não,"2200459",
3279,Queimada Nova,Não,"2208650",
3280,Major Isidoro,Não,"2704401",
3281,Alagoinha,Não,"2600609",
3282,Tamboril do Piauí,Não,"2210953",
3283,Afrânio,Não,"2600203",
3284,Cacimbas,Não,"2503555",
3285,São Francisco de Assis do Piauí,Não,"2209658",
3286,Belo Jardim,Não,"2601706",
3287,Camalaú,Não,"2503902",
3288,Bezerros,Não,"2601904",
3289,São João do Tigre,Não,"2514107",
3290,Abreu e Lima,Não,"2600054",
3291,Diamante do Norte,Não,"4107108",
3292,Araçoiaba,Não,"2601052",
3293,Itaguari,Não,"5210562",
3294,Monteiro,Não,"2509701",
3295,Ribeira do Piauí,Não,"2208874",
3296,Ubaitaba,Não,"2932200",
3297,Sebastião Leal,Não,"2210631",
3298,Dona Francisca,Não,"4306700",
3299,Alhandra,Não,"2500601",
3300,Alagoa Grande,Não,"2500304",
3301,Anadia,Não,"2700201",
3302,Guadalupe,Não,"2204501",
3303,Porto Alegre do Piauí,Não,"2208551",
3304,Wanderlândia,Não,"1722081",
3305,Bananeiras,Não,"2501500",
3306,Barra de Santa Rosa,Não,"2501609",
3307,Santa Terezinha do Tocantins,Não,"1720002",
3308,Angico,Não,"1701051",
3309,Luzinópolis,Não,"1712454",
3310,Amarante,Não,"2200509",
3311,Barro Duro,Não,"2201408",
3312,Jardim do Mulato,Não,"2205250",
3313,São Gonçalo do Amarante,Não,"2312403",
3314,São Miguel da Baixa Grande,Não,"2210383",
3315,São Félix,Não,"2929008",
3316,Jatobá,Não,"2105450",
3317,Maurilândia do Tocantins,Não,"1712801",
3318,Vera Cruz,Não,"2933208",
3319,Palmeirais,Não,"2207504",
3320,Santo Estêvão,Não,"2928802",
3321,Sapeaçu,Não,"2929602",
3322,Francisco Ayres,Não,"2204105",
3323,Cachoeirinha,Não,"1703826",
3324,Bom Jesus,Não,"4202537",
3325,Terra Santa,Não,"1507979",
3326,Benevides,Não,"1501501",
3327,Acaiaca,Não,"3100401",
3328,Castanhal,Não,"1502400",
3329,Magalhães Barata,Não,"1504109",
3330,Inhangapi,Não,"1503408",
3331,Serrolândia,Não,"2930600",
3332,Terra Alta,Não,"1507961",
3333,Praia Norte,Não,"1718303",
3334,Porto Real,Não,"3304110",
3335,Jaraguari,Não,"5004908",
3336,Mari,Não,"2509107",
3337,Cabaceiras do Paraguaçu,Não,"2904852",
3338,Ermo,Não,"4205191",
3339,Gravatal,Não,"4206207",
3340,Içara,Não,"4207007",
3341,Jacinto Machado,Não,"4208708",
3342,Castelândia,Não,"5205059",
3343,Gouvelândia,Não,"5209150",
3344,Pilar,Não,"2706901",
3345,Guaraciaba,Não,"4206405",
3346,Hugo Napoleão,Não,"2204600",
3347,Foz do Iguaçu,Não,"4108304",
3348,Lagoinha,Não,"3526308",
3349,Novo Horizonte do Oeste,Não,"1100502",
3350,São Francisco do Conde,Não,"2929206",
3351,São Sebastião do Passé,Não,"2929503",
3352,Simões Filho,Não,"2930709",
3353,Terra Nova,Não,"2931707",
3354,Ubatã,Não,"2932309",
3355,Uibaí,Não,"2932408",
3356,Santo Antônio de Jesus,Não,"2928703",
3357,São Felipe,Não,"2929107",
3358,Teodoro Sampaio,Não,"2931400",
3359,Acauã,Não,"2200053",
3360,Ribeira do Pombal,Não,"2926608",
3361,Teofilândia,Não,"2931509",
3362,Santa Bárbara,Não,"2927507",
3363,Santanópolis,Não,"2928307",
3364,Sátiro Dias,Não,"2929701",
3365,Lontras,Não,"4209904",
3366,Cotiporã,Não,"4305959",
3367,Antônio Almeida,Não,"2200806",
3368,Betânia do Piauí,Não,"2201739",
3369,Arraial,Não,"2201002",
3370,Barra do Rio Azul,Não,"4301925",
3371,Brejo do Piauí,Não,"2201988",
3372,Conceição das Pedras,Não,"3117207",
3373,Arroio do Meio,Não,"4301008",
3374,São Pedro de Alcântara,Não,"4217253",
3375,Tijucas,Não,"4218004",
3376,Santa Rosa de Lima,Não,"4215604",
3377,São Martinho,Não,"4217105",
3378,São Bonifácio,Não,"4215901",
3379,Guaribas,Não,"2204550",
3380,Anitápolis,Não,"4201109",
3381,Chapadão do Lageado,Não,"4204194",
3382,Imbuia,Não,"4207403",
3383,Itapema,Não,"4208302",
3384,São Pedro do Butiá,Não,"4319372",
3385,São João do Itaperiú,Não,"4216354",
3386,Guabiruba,Não,"4206306",
3387,Brusque,Não,"4202909",
3388,Apiúna,Não,"4201257",
3389,Camboriú,Não,"4203204",
3390,Rio dos Cedros,Não,"4214706",
3391,Ascurra,Não,"4201703",
3392,Gaspar,Não,"4205902",
3393,Doutor Pedrinho,Não,"4205159",
3394,Blumenau,Não,"4202404",
3395,Rodeio,Não,"4215109",
3396,Massaranduba,Não,"4210605",
3397,Barão,Não,"4301651",
3398,Corupá,Não,"4204509",
3399,Ibirama,Não,"4206900",
3400,Garuva,Não,"4205803",
3401,Indaial,Não,"4207502",
3402,Navegantes,Não,"4211306",
3403,Rancho Queimado,Não,"4214300",
3404,Biguaçu,Não,"4202305",
3405,Feira Grande,Não,"2702603",
3406,Balneário Camboriú,Não,"4202008",
3407,Ouriçangas,Não,"2923308",
3408,Colinas,Não,"4305587",
3409,Estância Velha,Não,"4307609",
3410,Antônio Carlos,Não,"4201208",
3411,Igrejinha,Não,"4310108",
3412,Pedrão,Não,"2924108",
3413,Caraá,Não,"4304713",
3414,Maratá,Não,"4311791",
3415,Barra Funda,Não,"4301958",
3416,Salvador do Sul,Não,"4316501",
3417,São Pedro do Sul,Não,"4319406",
3418,Taquara,Não,"4321204",
3419,São Pedro da Aldeia,Não,"3305208",
3420,Campos Novos Paulista,Não,"3509809",
3421,Charqueada,Não,"3511706",
3422,Dirceu Arcoverde,Não,"2203354",
3423,Água Doce,Não,"4200408",
3424,Belmiro Braga,Não,"3106101",
3425,Viana,Não,"3205101",
3426,Paripiranga,Não,"2923803",
3427,Conselheiro Pena,Não,"3118403",
3428,São Gonçalo dos Campos,Não,"2929305",
3429,Arroio do Padre,Não,"4301073",
3430,Governador Lindenberg,Não,"3202256",
3431,Água Doce do Norte,Não,"3200169",
3432,Mantena,Não,"3139607",
3433,Chuí,Não,"4305439",
3434,Sertão Santana,Não,"4320552",
3435,Morro Redondo,Não,"4312450",
3436,Jaramataia,Não,"2703700",
3437,Alvorada,Não,"4300604",
3438,Itanagra,Não,"2915908",
3439,Capivari do Sul,Não,"4304671",
3440,Cerro Grande do Sul,Não,"4305173",
3441,Cidreira,Não,"4305454",
3442,Linha Nova,Não,"4311643",
3443,Sentinela do Sul,Não,"4320354",
3444,Tavares,Não,"4321352",
3445,Alto Feliz,Não,"4300570",
3446,Itapira,Não,"3522604",
3447,Cachoeirinha,Não,"4303103",
3448,Glorinha,Não,"4309050",
3449,Sapucaia do Sul,Não,"4320008",
3450,Gravataí,Não,"4309209",
3451,Novo Hamburgo,Não,"4313409",
3452,Três Cachoeiras,Não,"4321667",
3453,Osório,Não,"4313508",
3454,Itatim,Não,"2916856",
3455,São Leopoldo,Não,"4318705",
3456,Sumidouro,Não,"3305703",
3457,Ituberá,Não,"2917300",
3458,São Brás,Não,"2708204",
3459,Faxinal do Soturno,Não,"4308003",
3460,Imigrante,Não,"4310363",
3461,Morro Reuter,Não,"4312476",
3462,Feliz,Não,"4308102",
3463,Paraíso do Sul,Não,"4314027",
3464,Pareci Novo,Não,"4314035",
3465,Garibaldi,Não,"4308607",
3466,Presidente Lucena,Não,"4315149",
3467,Pedro Alexandre,Não,"2924207",
3468,Riozinho,Não,"4315750",
3469,Rolante,Não,"4316006",
3470,São Pedro da Serra,Não,"4319356",
3471,Tabaí,Não,"4320859",
3472,Cardeal da Silva,Não,"2907004",
3473,Nova Soure,Não,"2922904",
3474,Canela,Não,"4304408",
3475,Estrela,Não,"4307807",
3476,Conceição do Coité,Não,"2908408",
3477,Ibarama,Não,"4309753",
3478,Itati,Não,"4310652",
3479,Nova Bréscia,Não,"4313003",
3480,Japaratinga,Não,"2703601",
3481,Nova Palma,Não,"4313102",
3482,Santa Maria do Herval,Não,"4316956",
3483,São João do Polêsine,Não,"4318432",
3484,Sobradinho,Não,"4320701",
3485,Capivari de Baixo,Não,"4203956",
3486,Toropi,Não,"4321493",
3487,Torres,Não,"4321501",
3488,Caiçara,Não,"2503605",
3489,Siderópolis,Não,"4217600",
3490,Três Forquilhas,Não,"4321832",
3491,Tupandi,Não,"4322251",
3492,Gentil,Não,"4308854",
3493,Guabiju,Não,"4309258",
3494,Ijuí,Não,"4310207",
3495,Vale Real,Não,"4322541",
3496,Passo de Torres,Não,"4212254",
3497,São João do Sul,Não,"4216404",
3498,Pescaria Brava,Não,"4212650",
3499,Doutor Ricardo,Não,"4306759",
3500,Santa Rosa do Sul,Não,"4215653",
3501,Encantado,Não,"4306809",
3502,São Ludgero,Não,"4217006",
3503,Farroupilha,Não,"4307906",
3504,Vespasiano Corrêa,Não,"4322855",
3505,Ilópolis,Não,"4310306",
3506,Muçum,Não,"4312609",
3507,Roca Sales,Não,"4315800",
3508,Santa Tereza,Não,"4317251",
3509,São Valentim do Sul,Não,"4319711",
3510,Travesseiro,Não,"4321626",
3511,Itamonte,Não,"3133006",
3512,Maracajá,Não,"4210407",
3513,Morro da Fumaça,Não,"4211207",
3514,Cambará do Sul,Não,"4303608",
3515,Campestre da Serra,Não,"4303673",
3516,Morro do Chapéu do Piauí,Não,"2206670",
3517,Campos Borges,Não,"4304101",
3518,Coronel Barros,Não,"4305871",
3519,Fazenda Vilanova,Não,"4308078",
3520,Senador Rui Palmeira,Não,"2708956",
3521,Lagoa Bonita do Sul,Não,"4311239",
3522,Mormaço,Não,"4312427",
3523,Nova Araçá,Não,"4312807",
3524,Parobé,Não,"4314050",
3525,São Sebastião do Caí,Não,"4319505",
3526,Vila Flores,Não,"4323309",
3527,Vila Maria,Não,"4323408",
3528,Paverama,Não,"4314159",
3529,Pedras Grandes,Não,"4212403",
3530,Mato Queimado,Não,"4312179",
3531,Lajes Pintadas,Não,"2406809",
3532,Muliterno,Não,"4312625",
3533,Nova Bassano,Não,"4312906",
3534,Santa Cecília do Sul,Não,"4316733",
3535,Santa Clara do Sul,Não,"4316758",
3536,Barra de São Miguel,Não,"2700607",
3537,Santo Antônio do Planalto,Não,"4317756",
3538,Tio Hugo,Não,"4321469",
